ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-12-16,21472.297133239033,15961.46767495049,26953.069424083307,21472.297133239033,21472.297133239033,137.79100055559005,137.79100055559005,137.79100055559005,240.69501629474178,240.69501629474178,240.69501629474178,-102.90401573915176,-102.90401573915176,-102.90401573915176,0.0,0.0,0.0,21610.088133794623
2020-12-17,21472.276717702345,15825.784237513079,27639.318623282757,21472.276717702345,21472.276717702345,-9.386204432573019,-9.386204432573019,-9.386204432573019,15.713991667783963,15.713991667783963,15.713991667783963,-25.100196100356982,-25.100196100356982,-25.100196100356982,0.0,0.0,0.0,21462.890513269773
2020-12-18,21472.256302165657,15153.226920380926,26279.614435682186,21472.256302165657,21472.256302165657,-694.206964836794,-694.206964836794,-694.206964836794,-747.3336135383302,-747.3336135383302,-747.3336135383302,53.12664870153601,53.12664870153601,53.12664870153601,0.0,0.0,0.0,20778.049337328863
2020-12-19,21472.23588662897,16432.677333846532,27266.933043161378,21472.23588662897,21472.23588662897,482.0386056227553,482.0386056227553,482.0386056227553,351.65304209575186,351.65304209575186,351.65304209575186,130.38556352700343,130.38556352700343,130.38556352700343,0.0,0.0,0.0,21954.274492251723
2020-12-20,21472.215471092277,16000.097131115683,27416.61043166046,21472.215471092277,21472.215471092277,440.13123340046235,440.13123340046235,440.13123340046235,234.8127177155621,234.8127177155621,234.8127177155621,205.3185156849003,205.3185156849003,205.3185156849003,0.0,0.0,0.0,21912.34670449274
2020-12-21,21472.19505555559,16304.460393962068,27912.075404315023,21472.19505555559,21472.19505555559,532.8253692275075,532.8253692275075,532.8253692275075,256.19748190711715,256.19748190711715,256.19748190711715,276.6278873203904,276.6278873203904,276.6278873203904,0.0,0.0,0.0,22005.020424783095
2020-12-22,21472.174640018904,15446.089842239217,26670.75544102405,21472.174640018904,21472.174640018904,-8.63636281967625,-8.63636281967625,-8.63636281967625,-351.73863613945866,-351.73863613945866,-351.73863613945866,343.1022733197824,343.1022733197824,343.1022733197824,0.0,0.0,0.0,21463.538277199226
2020-12-23,21472.154224482216,17050.388949329557,27909.383932442608,21472.154224482216,21472.154224482216,644.335009133046,644.335009133046,644.335009133046,240.69501629218615,240.69501629218615,240.69501629218615,403.63999284085986,403.63999284085986,403.63999284085986,0.0,0.0,0.0,22116.489233615262
2020-12-24,21472.133808945528,16053.561916377834,27702.100852881485,21472.133808945528,21472.133808945528,472.98377822938625,472.98377822938625,472.98377822938625,15.713991667766344,15.713991667766344,15.713991667766344,457.2697865616199,457.2697865616199,457.2697865616199,0.0,0.0,0.0,21945.117587174915
2020-12-25,21472.113393408836,15560.328343636755,27103.803900413455,21472.113393408836,21472.113393408836,-244.1653645473012,-244.1653645473012,-244.1653645473012,-747.3336135370936,-747.3336135370936,-747.3336135370936,503.1682489897924,503.1682489897924,503.1682489897924,0.0,0.0,0.0,21227.948028861534
2020-12-26,21472.092977872147,16739.51355119781,28416.36712145193,21472.092977872147,21472.092977872147,892.3266756335017,892.3266756335017,892.3266756335017,351.6530420930389,351.6530420930389,351.6530420930389,540.6736335404628,540.6736335404628,540.6736335404628,0.0,0.0,0.0,22364.41965350565
2020-12-27,21472.07256233546,16960.425002080246,28105.06374860181,21472.07256233546,21472.07256233546,804.1084827795112,804.1084827795112,804.1084827795112,234.81271771526198,234.81271771526198,234.81271771526198,569.2957650642492,569.2957650642492,569.2957650642492,0.0,0.0,0.0,22276.181045114972
2020-12-28,21472.052146798775,16652.773297808104,28129.483633857137,21472.052146798775,21472.052146798775,844.9193792939237,844.9193792939237,844.9193792939237,256.1974819063771,256.1974819063771,256.1974819063771,588.7218973875465,588.7218973875465,588.7218973875465,0.0,0.0,0.0,22316.971526092697
2020-12-29,21472.031731262083,16221.478318852998,27406.578796620925,21472.031731262083,21472.031731262083,247.07982320400546,247.07982320400546,247.07982320400546,-351.7386361388075,-351.7386361388075,-351.7386361388075,598.818459342813,598.818459342813,598.818459342813,0.0,0.0,0.0,21719.11155446609
2020-12-30,21472.011315725395,16666.612420222526,27892.533868372797,21472.011315725395,21472.011315725395,840.3237550970252,840.3237550970252,840.3237550970252,240.69501629402905,240.69501629402905,240.69501629402905,599.6287388029962,599.6287388029962,599.6287388029962,0.0,0.0,0.0,22312.33507082242
2020-12-31,21471.990900188706,16687.935085957633,27237.035425565038,21471.990900188706,21471.990900188706,607.0806491327612,607.0806491327612,607.0806491327612,15.713991670450646,15.713991670450646,15.713991670450646,591.3666574623105,591.3666574623105,591.3666574623105,0.0,0.0,0.0,22079.071549321467
2021-01-01,21471.970484652018,16146.308862217176,26816.30716101479,21471.970484652018,21471.970484652018,-172.92672681460482,-172.92672681460482,-172.92672681460482,-747.333613535857,-747.333613535857,-747.333613535857,574.4068867212522,574.4068867212522,574.4068867212522,0.0,0.0,0.0,21299.043757837415
2021-01-02,21471.950069115326,16868.445050673592,27731.71125710264,21471.950069115326,21471.950069115326,900.9246864849354,900.9246864849354,900.9246864849354,351.6530420938371,351.6530420938371,351.6530420938371,549.2716443910983,549.2716443910983,549.2716443910983,0.0,0.0,0.0,22372.87475560026
2021-01-03,21471.929653578638,16491.936457226107,27528.27923105792,21471.929653578638,21471.929653578638,751.4273083742238,751.4273083742238,751.4273083742238,234.812717715508,234.812717715508,234.812717715508,516.6145906587157,516.6145906587157,516.6145906587157,0.0,0.0,0.0,22223.35696195286
2021-01-04,21471.909238041953,16732.268733204404,27887.95142632411,21471.909238041953,21471.909238041953,733.3997896776673,733.3997896776673,733.3997896776673,256.1974819056371,256.1974819056371,256.1974819056371,477.20230777203017,477.20230777203017,477.20230777203017,0.0,0.0,0.0,22205.30902771962
2021-01-05,21471.888822505265,16039.186479282069,27221.738290334477,21471.888822505265,21471.888822505265,80.15526339831963,80.15526339831963,80.15526339831963,-351.73863614004176,-351.73863614004176,-351.73863614004176,431.8938995383613,431.8938995383613,431.8938995383613,0.0,0.0,0.0,21552.044085903584
2021-01-06,21471.868406968577,16285.992529362715,27342.051723664263,21471.868406968577,21471.868406968577,622.3142990082395,622.3142990082395,622.3142990082395,240.69501629287828,240.69501629287828,240.69501629287828,381.6192827153612,381.6192827153612,381.6192827153612,0.0,0.0,0.0,22094.182705976815
2021-01-07,21471.847991431885,16064.955744540626,27643.736001673406,21471.847991431885,21471.847991431885,343.070753562085,343.070753562085,343.070753562085,15.713991668355288,15.713991668355288,15.713991668355288,327.35676189372964,327.35676189372964,327.35676189372964,0.0,0.0,0.0,21814.91874499397
2021-01-08,21471.827575895197,15498.285677288564,26545.313551557003,21471.827575895197,21471.827575895197,-477.22313131166345,-477.22313131166345,-477.22313131166345,-747.3336135361653,-747.3336135361653,-747.3336135361653,270.1104822245019,270.1104822245019,270.1104822245019,0.0,0.0,0.0,20994.604444583532
2021-01-09,21471.80716035851,16298.850040890966,27759.972992078154,21471.80716035851,21471.80716035851,562.5413825612197,562.5413825612197,562.5413825612197,351.65304209463517,351.65304209463517,351.65304209463517,210.88834046658454,210.88834046658454,210.88834046658454,0.0,0.0,0.0,22034.348542919728
2021-01-10,21471.786744821824,16418.25317070989,27630.017342670926,21471.786744821824,21471.786744821824,385.493622684178,385.493622684178,385.493622684178,234.81271771597213,234.81271771597213,234.81271771597213,150.6809049682058,150.6809049682058,150.6809049682058,0.0,0.0,0.0,21857.280367506002
2021-01-11,21471.766329285136,15815.08266669469,27006.637110125976,21471.766329285136,21471.766329285136,346.63933235536473,346.63933235536473,346.63933235536473,256.197481907471,256.197481907471,256.197481907471,90.4418504478938,90.4418504478938,90.4418504478938,0.0,0.0,0.0,21818.4056616405
2021-01-12,21471.745913748444,15824.154380114192,26960.91962608539,21471.745913748444,21471.745913748444,-320.6682808232061,-320.6682808232061,-320.6682808232061,-351.73863614127583,-351.73863614127583,-351.73863614127583,31.07035531806972,31.07035531806972,31.07035531806972,0.0,0.0,0.0,21151.077632925237
2021-01-13,21471.725498211756,15922.456885649626,27241.478955976465,21471.725498211756,21471.725498211756,214.09085596696576,214.09085596696576,214.09085596696576,240.6950162925218,240.6950162925218,240.6950162925218,-26.60416032555605,-26.60416032555605,-26.60416032555605,0.0,0.0,0.0,21685.81635417872
2021-01-14,21471.705082675067,16355.08911403421,27002.760181598747,21471.705082675067,21471.705082675067,-66.12066513709465,-66.12066513709465,-66.12066513709465,15.713991670415405,15.713991670415405,15.713991670415405,-81.83465680751006,-81.83465680751006,-81.83465680751006,0.0,0.0,0.0,21405.58441753797
2021-01-15,21471.68466713838,14834.770551029078,26280.017258192118,21471.68466713838,21471.68466713838,-881.2998570828913,-881.2998570828913,-881.2998570828913,-747.3336135364735,-747.3336135364735,-747.3336135364735,-133.9662435464179,-133.9662435464179,-133.9662435464179,0.0,0.0,0.0,20590.38481005549
2021-01-16,21471.664251601687,15936.664920412471,27231.99662114329,21471.664251601687,21471.664251601687,169.21007141997265,169.21007141997265,169.21007141997265,351.65304209472765,351.65304209472765,351.65304209472765,-182.442970674755,-182.442970674755,-182.442970674755,0.0,0.0,0.0,21640.87432302166
2021-01-17,21471.643836065003,15790.688822184473,27229.408289006435,21471.643836065003,21471.643836065003,8.001106370036167,8.001106370036167,8.001106370036167,234.81271771594518,234.81271771594518,234.81271771594518,-226.811611345909,-226.811611345909,-226.811611345909,0.0,0.0,0.0,21479.64494243504
2021-01-18,21471.623420528314,15889.983122272324,26794.75731332848,21471.623420528314,21471.623420528314,-10.525010631395698,-10.525010631395698,-10.525010631395698,256.1974819079287,256.1974819079287,256.1974819079287,-266.7224925393244,-266.7224925393244,-266.7224925393244,0.0,0.0,0.0,21461.09840989692
2021-01-19,21471.603004991626,15393.301715246345,26369.63997764665,21471.603004991626,21471.603004991626,-653.6661544275557,-653.6661544275557,-653.6661544275557,-351.7386361406248,-351.7386361406248,-351.7386361406248,-301.927518286931,-301.927518286931,-301.927518286931,0.0,0.0,0.0,20817.93685056407
2021-01-20,21471.582589454934,15559.628753756715,26918.81331440168,21471.582589454934,21471.582589454934,-91.58059255817926,-91.58059255817926,-91.58059255817926,240.69501629216546,240.69501629216546,240.69501629216546,-332.2756088503447,-332.2756088503447,-332.2756088503447,0.0,0.0,0.0,21380.001996896754
2021-01-21,21471.562173918246,15178.589368283327,26455.76134857428,21471.562173918246,21471.562173918246,-341.99185850751576,-341.99185850751576,-341.99185850751576,15.713991668320046,15.713991668320046,15.713991668320046,-357.7058501758358,-357.7058501758358,-357.7058501758358,0.0,0.0,0.0,21129.57031541073
2021-01-22,21471.541758381558,14538.316781026502,26022.803234632705,21471.541758381558,21471.541758381558,-1125.5723214377274,-1125.5723214377274,-1125.5723214377274,-747.3336135370209,-747.3336135370209,-747.3336135370209,-378.23870790070663,-378.23870790070663,-378.23870790070663,0.0,0.0,0.0,20345.96943694383
2021-01-23,21471.521342844873,16228.414875775294,27161.88647626145,21471.521342844873,21471.521342844873,-42.312665537724925,-42.312665537724925,-42.312665537724925,351.6530420948202,351.6530420948202,351.6530420948202,-393.9657076325451,-393.9657076325451,-393.9657076325451,0.0,0.0,0.0,21429.20867730715
2021-01-24,21471.500927308185,15723.407027201702,26845.248173317035,21471.500927308185,21471.500927308185,-170.22529913885577,-170.22529913885577,-170.22529913885577,234.81271771564505,234.81271771564505,234.81271771564505,-405.0380168545008,-405.0380168545008,-405.0380168545008,0.0,0.0,0.0,21301.27562816933
2021-01-25,21471.480511771493,16104.915409972897,26723.73898023051,21471.480511771493,21471.480511771493,-155.45690089781607,-155.45690089781607,-155.45690089781607,256.1974819059909,256.1974819059909,256.1974819059909,-411.654382803807,-411.654382803807,-411.654382803807,0.0,0.0,0.0,21316.023610873675
2021-01-26,21471.460096234805,15092.477326643733,26342.361884088223,21471.460096234805,21471.460096234805,-765.7875207655196,-765.7875207655196,-765.7875207655196,-351.7386361399738,-351.7386361399738,-351.7386361399738,-414.04888462554595,-414.04888462554595,-414.04888462554595,0.0,0.0,0.0,20705.672575469285
2021-01-27,21471.439680698117,16152.123790303895,26723.665094037402,21471.439680698117,21471.439680698117,-171.7839308009643,-171.7839308009643,-171.7839308009643,240.69501629101472,240.69501629101472,240.69501629101472,-412.478947091979,-412.478947091979,-412.478947091979,0.0,0.0,0.0,21299.655749897152
2021-01-28,21471.419266089415,14978.23883722796,26377.05879046404,21471.419266089415,21471.419266089415,-391.5000460735719,-391.5000460735719,-391.5000460735719,15.713991668302427,15.713991668302427,15.713991668302427,-407.21403774187434,-407.21403774187434,-407.21403774187434,0.0,0.0,0.0,21079.919220015843
2021-01-29,21471.39885148071,15279.850887778162,25945.78753190426,21471.39885148071,21471.39885148071,-1145.8590439448171,-1145.8590439448171,-1145.8590439448171,-747.3336135357845,-747.3336135357845,-747.3336135357845,-398.52543040903277,-398.52543040903277,-398.52543040903277,0.0,0.0,0.0,20325.539807535893
2021-01-30,21471.378436872008,16041.178316932157,26835.944616019522,21471.378436872008,21471.378436872008,-35.02432507803476,-35.02432507803476,-35.02432507803476,351.65304209561833,351.65304209561833,351.65304209561833,-386.6773671736531,-386.6773671736531,-386.6773671736531,0.0,0.0,0.0,21436.354111793975
2021-01-31,21471.358022263306,15829.874846629253,26860.007610016484,21471.358022263306,21471.358022263306,-137.10717182627764,-137.10717182627764,-137.10717182627764,234.8127177156181,234.8127177156181,234.8127177156181,-371.91988954189577,-371.91988954189577,-371.91988954189577,0.0,0.0,0.0,21334.250850437027
2021-02-01,21471.337607654605,15625.557732722933,26800.883694551474,21471.337607654605,21471.337607654605,-98.28605830788597,-98.28605830788597,-98.28605830788597,256.1974819064487,256.1974819064487,256.1974819064487,-354.4835402143347,-354.4835402143347,-354.4835402143347,0.0,0.0,0.0,21373.051549346717
2021-02-02,21471.3171930459,15551.171027088587,26625.40517594241,21471.3171930459,21471.3171930459,-686.3146976066878,-686.3146976066878,-686.3146976066878,-351.7386361405448,-351.7386361405448,-351.7386361405448,-334.5760614661431,-334.5760614661431,-334.5760614661431,0.0,0.0,0.0,20785.00249543921
2021-02-03,21471.296778437198,16339.117516293982,26796.378410161877,21471.296778437198,21471.296778437198,-71.6861211416908,-71.6861211416908,-71.6861211416908,240.69501629065826,240.69501629065826,240.69501629065826,-312.3811374323491,-312.3811374323491,-312.3811374323491,0.0,0.0,0.0,21399.610657295507
2021-02-04,21471.276363828496,15737.617440879088,26331.416879226235,21471.276363828496,21471.276363828496,-272.3451564038128,-272.3451564038128,-272.3451564038128,15.713991666207068,15.713991666207068,15.713991666207068,-288.05914807001983,-288.05914807001983,-288.05914807001983,0.0,0.0,0.0,21198.931207424685
2021-02-05,21471.255949219798,15022.659463932903,25973.831378280553,21471.255949219798,21471.255949219798,-1009.0834384098054,-1009.0834384098054,-1009.0834384098054,-747.3336135376372,-747.3336135376372,-747.3336135376372,-261.74982487216806,-261.74982487216806,-261.74982487216806,0.0,0.0,0.0,20462.172510809993
2021-02-06,21471.235534611096,15655.394017239489,27053.845564280426,21471.235534611096,21471.235534611096,118.07641699937473,118.07641699937473,118.07641699937473,351.6530420943168,351.6530420943168,351.6530420943168,-233.57662509494205,-233.57662509494205,-233.57662509494205,0.0,0.0,0.0,21589.31195161047
2021-02-07,21471.21512000239,15754.789097622242,26982.372556977047,21471.21512000239,21471.21512000239,31.160142970983365,31.160142970983365,31.160142970983365,234.81271771608215,234.81271771608215,234.81271771608215,-203.65257474509878,-203.65257474509878,-203.65257474509878,0.0,0.0,0.0,21502.375262973375
2021-02-08,21471.19470539369,16160.17715041276,27478.32834094621,21471.19470539369,21471.19470539369,84.11020884878175,84.11020884878175,84.11020884878175,256.1974819057087,256.1974819057087,256.1974819057087,-172.08727305692696,-172.08727305692696,-172.08727305692696,0.0,0.0,0.0,21555.30491424247
2021-02-09,21471.174290784988,15773.736090467288,26823.85318125625,21471.174290784988,21471.174290784988,-490.73334071405316,-490.73334071405316,-490.73334071405316,-351.738636141779,-351.738636141779,-351.738636141779,-138.99470457227412,-138.99470457227412,-138.99470457227412,0.0,0.0,0.0,20980.440950070933
2021-02-10,21471.153876176286,16197.96144830363,27529.395305100315,21471.153876176286,21471.153876176286,136.19354547523304,136.19354547523304,136.19354547523304,240.69501629250115,240.69501629250115,240.69501629250115,-104.50147081726813,-104.50147081726813,-104.50147081726813,0.0,0.0,0.0,21607.34742165152
2021-02-11,21471.13346156758,15795.44067789838,27126.92424864329,21471.13346156758,21471.13346156758,-53.041041420145596,-53.041041420145596,-53.041041420145596,15.71399166618943,15.71399166618943,15.71399166618943,-68.755033086335,-68.755033086335,-68.755033086335,0.0,0.0,0.0,21418.092420147434
2021-02-12,21471.11304695888,15012.962558948755,26028.11602076312,21471.11304695888,21471.11304695888,-779.2651652989158,-779.2651652989158,-779.2651652989158,-747.3336135364008,-747.3336135364008,-747.3336135364008,-31.931551762515014,-31.931551762515014,-31.931551762515014,0.0,0.0,0.0,20691.847881659964
2021-02-13,21471.092632350177,16473.642411530596,27312.456431051927,21471.092632350177,21471.092632350177,357.41012588719514,357.41012588719514,357.41012588719514,351.6530420944093,351.6530420944093,351.6530420944093,5.757083792785888,5.757083792785888,5.757083792785888,0.0,0.0,0.0,21828.502758237373
2021-02-14,21471.072217741475,16082.88470418799,27429.021412508464,21471.072217741475,21471.072217741475,278.87013536626785,278.87013536626785,278.87013536626785,234.81271771605515,234.81271771605515,234.81271771605515,44.05741765021271,44.05741765021271,44.05741765021271,0.0,0.0,0.0,21749.942353107745
2021-02-15,21471.05180313277,16356.018075057129,27240.65398269223,21471.05180313277,21471.05180313277,338.86760984407243,338.86760984407243,338.86760984407243,256.19748190616644,256.19748190616644,256.19748190616644,82.67012793790596,82.67012793790596,82.67012793790596,0.0,0.0,0.0,21809.919412976844
2021-02-16,21471.031388524072,15924.630567878217,26992.336688489777,21471.031388524072,21471.031388524072,-230.49107425552586,-230.49107425552586,-230.49107425552586,-351.73863613924266,-351.73863613924266,-351.73863613924266,121.24756188371684,121.24756188371684,121.24756188371684,0.0,0.0,0.0,21240.540314268546
2021-02-17,21471.01097391537,16391.043395084525,27602.673440815775,21471.01097391537,21471.01097391537,400.08835678918314,400.08835678918314,400.08835678918314,240.69501628994544,240.69501628994544,240.69501628994544,159.39334049923772,159.39334049923772,159.39334049923772,0.0,0.0,0.0,21871.099330704554
2021-02-18,21470.99055930667,15601.797289277365,27380.44959427369,21470.99055930667,21470.99055930667,212.37818945174098,212.37818945174098,212.37818945174098,15.713991668873751,15.713991668873751,15.713991668873751,196.66419778286723,196.66419778286723,196.66419778286723,0.0,0.0,0.0,21683.36874875841
2021-02-19,21470.970144697967,15484.700269394587,26730.262052571154,21470.970144697967,21470.970144697967,-514.7594717575868,-514.7594717575868,-514.7594717575868,-747.333613536709,-747.333613536709,-747.333613536709,232.57414177912224,232.57414177912224,232.57414177912224,0.0,0.0,0.0,20956.21067294038
2021-02-20,21470.94973008926,16616.145951330294,27392.34159389515,21470.94973008926,21470.94973008926,618.253984637757,618.253984637757,618.253984637757,351.6530420945017,351.6530420945017,351.6530420945017,266.60094254325526,266.60094254325526,266.60094254325526,0.0,0.0,0.0,22089.20371472702
2021-02-21,21470.92931548056,16728.809321169974,27562.48560889446,21470.92931548056,21470.92931548056,533.0075853613824,533.0075853613824,533.0075853613824,234.81271771575507,234.81271771575507,234.81271771575507,298.19486764562737,298.19486764562737,298.19486764562737,0.0,0.0,0.0,22003.93690084194
2021-02-22,21470.90890087186,16651.108129062108,27869.066095124068,21470.90890087186,21470.90890087186,582.9869839116056,582.9869839116056,582.9869839116056,256.19748190542646,256.19748190542646,256.19748190542646,326.7895020061792,326.7895020061792,326.7895020061792,0.0,0.0,0.0,22053.895884783466
2021-02-23,21470.888486263157,15658.282190539921,27176.277873585048,21470.888486263157,21470.888486263157,0.0757721854465731,0.0757721854465731,0.0757721854465731,-351.738636141699,-351.738636141699,-351.738636141699,351.8144083271456,351.8144083271456,351.8144083271456,0.0,0.0,0.0,21470.964258448603
2021-02-24,21470.86807165445,16446.377231200684,28008.533280812306,21470.86807165445,21470.86807165445,613.4043261054182,613.4043261054182,613.4043261054182,240.69501629178833,240.69501629178833,240.69501629178833,372.70930981363,372.70930981363,372.70930981363,0.0,0.0,0.0,22084.27239775987
2021-02-25,21470.84765704575,16108.618473438482,27622.110531465405,21470.84765704575,21470.84765704575,404.65340243552686,404.65340243552686,404.65340243552686,15.71399166885613,15.71399166885613,15.71399166885613,388.9394107666707,388.9394107666707,388.9394107666707,0.0,0.0,0.0,21875.501059481277
2021-02-26,21470.827242437048,15518.175520991726,26775.584034134903,21470.827242437048,21470.827242437048,-347.3221982753411,-347.3221982753411,-347.3221982753411,-747.3336135354725,-747.3336135354725,-747.3336135354725,400.0114152601313,400.0114152601313,400.0114152601313,0.0,0.0,0.0,21123.505044161706
2021-02-27,21470.80682782835,16724.561419190846,27930.83815422164,21470.80682782835,21470.80682782835,757.1428035368167,757.1428035368167,757.1428035368167,351.65304209529995,351.65304209529995,351.65304209529995,405.4897614415168,405.4897614415168,405.4897614415168,0.0,0.0,0.0,22227.949631365165
2021-02-28,21470.78641321965,16213.490448631133,27848.92527118768,21470.78641321965,21470.78641321965,639.8252783394503,639.8252783394503,639.8252783394503,234.8127177160012,234.8127177160012,234.8127177160012,405.0125606234491,405.0125606234491,405.0125606234491,0.0,0.0,0.0,22110.611691559097
2021-03-01,21470.765998610943,16584.30795063817,27709.32283249976,21470.765998610943,21470.765998610943,654.5041993673532,654.5041993673532,654.5041993673532,256.19748190726034,256.19748190726034,256.19748190726034,398.30671746009284,398.30671746009284,398.30671746009284,0.0,0.0,0.0,22125.270197978298
2021-03-02,21470.74558400224,15917.74898204391,26963.392987611278,21470.74558400224,21470.74558400224,33.46307468973085,33.46307468973085,33.46307468973085,-351.73863613916274,-351.73863613916274,-351.73863613916274,385.20171082889357,385.20171082889357,385.20171082889357,0.0,0.0,0.0,21504.208658691972
2021-03-03,21470.72516939354,16608.015522599264,27715.563959879328,21470.72516939354,21470.72516939354,606.3365511118682,606.3365511118682,606.3365511118682,240.69501629363117,240.69501629363117,240.69501629363117,365.64153481823695,365.64153481823695,365.64153481823695,0.0,0.0,0.0,22077.061720505408
2021-03-04,21470.704754784838,16399.027668371888,27420.272815890152,21470.704754784838,21470.704754784838,355.4083268601386,355.4083268601386,355.4083268601386,15.713991666760771,15.713991666760771,15.713991666760771,339.6943351933778,339.6943351933778,339.6943351933778,0.0,0.0,0.0,21826.113081644977
2021-03-05,21470.684340176133,15282.055885855587,26281.453216580798,21470.684340176133,21470.684340176133,-439.7742854305372,-439.7742854305372,-439.7742854305372,-747.3336135375646,-747.3336135375646,-747.3336135375646,307.5593281070274,307.5593281070274,307.5593281070274,0.0,0.0,0.0,21030.910054745596
2021-03-06,21470.66392556743,16845.209798587282,27468.002017037456,21470.66392556743,21470.66392556743,621.2236955011439,621.2236955011439,621.2236955011439,351.6530420918812,351.6530420918812,351.6530420918812,269.5706534092626,269.5706534092626,269.5706534092626,0.0,0.0,0.0,22091.887621068574
2021-03-07,21470.64351095873,16376.263685383785,27475.250267985633,21470.64351095873,21470.64351095873,461.01061071928746,461.01061071928746,461.01061071928746,234.81271771570104,234.81271771570104,234.81271771570104,226.1978930035864,226.1978930035864,226.1978930035864,0.0,0.0,0.0,21931.654121678017
2021-03-08,21470.623096350027,16250.021018291196,27491.131981807383,21470.623096350027,21470.623096350027,434.24055510511965,434.24055510511965,434.24055510511965,256.19748190652024,256.19748190652024,256.19748190652024,178.04307319859936,178.04307319859936,178.04307319859936,0.0,0.0,0.0,21904.863651455147
2021-03-09,21470.602681741326,15018.60072784135,26635.71843701293,21470.602681741326,21470.602681741326,-225.904569654945,-225.904569654945,-225.904569654945,-351.7386361403969,-351.7386361403969,-351.7386361403969,125.83406648545188,125.83406648545188,125.83406648545188,0.0,0.0,0.0,21244.698112086382
2021-03-10,21470.58226713262,16778.648607750492,27336.58023250984,21470.58226713262,21470.58226713262,311.1094262061634,311.1094262061634,311.1094262061634,240.6950162932748,240.6950162932748,240.6950162932748,70.41440991288857,70.41440991288857,70.41440991288857,0.0,0.0,0.0,21781.691693338784
2021-03-11,21470.561852523922,15827.901085164129,26989.35934159297,21470.561852523922,21470.561852523922,28.443652991336997,28.443652991336997,28.443652991336997,15.713991668820906,15.713991668820906,15.713991668820906,12.72966132251609,12.72966132251609,12.72966132251609,0.0,0.0,0.0,21499.00550551526
2021-03-12,21470.54143791522,15230.503329668509,26292.736767751903,21470.54143791522,21470.54143791522,-793.5230954244778,-793.5230954244778,-793.5230954244778,-747.3336135378729,-747.3336135378729,-747.3336135378729,-46.18948188660486,-46.18948188660486,-46.18948188660486,0.0,0.0,0.0,20677.018342490745
2021-03-13,21470.52102330652,16213.165745697124,27440.14105527427,21470.52102330652,21470.52102330652,246.40606496049983,246.40606496049983,246.40606496049983,351.65304209338507,351.65304209338507,351.65304209338507,-105.24697713288526,-105.24697713288526,-105.24697713288526,0.0,0.0,0.0,21716.927088267017
2021-03-14,21470.500608697817,15957.01346894735,27005.258469172437,21470.500608697817,21470.500608697817,71.50899081100474,71.50899081100474,71.50899081100474,234.812717715401,234.812717715401,234.812717715401,-163.3037269043962,-163.3037269043962,-163.3037269043962,0.0,0.0,0.0,21542.009599508823
2021-03-15,21470.480194089112,16155.897555604017,26807.711911701623,21470.480194089112,21470.480194089112,36.99561760645875,36.99561760645875,36.99561760645875,256.1974819069781,256.1974819069781,256.1974819069781,-219.20186430051936,-219.20186430051936,-219.20186430051936,0.0,0.0,0.0,21507.47581169557
2021-03-16,21470.45977948041,15116.8900305331,26070.796028204353,21470.45977948041,21470.45977948041,-623.5290982659121,-623.5290982659121,-623.5290982659121,-351.73863613974584,-351.73863613974584,-351.73863613974584,-271.79046212616623,-271.79046212616623,-271.79046212616623,0.0,0.0,0.0,20846.930681214497
2021-03-17,21470.43936487171,15582.19752088612,27036.620394065445,21470.43936487171,21470.43936487171,-79.2570208780361,-79.2570208780361,-79.2570208780361,240.69501629432332,240.69501629432332,240.69501629432332,-319.95203717235944,-319.95203717235944,-319.95203717235944,0.0,0.0,0.0,21391.182343993674
2021-03-18,21470.418950263007,15610.52063915716,26651.7172368877,21470.418950263007,21470.418950263007,-346.9151894088851,-346.9151894088851,-346.9151894088851,15.713991666725514,15.713991666725514,15.713991666725514,-362.6291810756106,-362.6291810756106,-362.6291810756106,0.0,0.0,0.0,21123.50376085412
2021-03-19,21470.3985356543,14502.229646801758,25909.86414112235,21470.3985356543,21470.3985356543,-1146.184240338123,-1146.184240338123,-1146.184240338123,-747.3336135381811,-747.3336135381811,-747.3336135381811,-398.8506267999419,-398.8506267999419,-398.8506267999419,0.0,0.0,0.0,20324.21429531618
2021-03-20,21470.3781210456,15600.773970735923,27076.818994006164,21470.3781210456,21470.3781210456,-76.10301417143681,-76.10301417143681,-76.10301417143681,351.6530420934776,351.6530420934776,351.6530420934776,-427.7560562649144,-427.7560562649144,-427.7560562649144,0.0,0.0,0.0,21394.275106874164
2021-03-21,21470.3577064369,15548.431679261905,26889.1342723307,21470.3577064369,21470.3577064369,-213.80625271179863,-213.80625271179863,-213.80625271179863,234.81271771537394,234.81271771537394,234.81271771537394,-448.61897042717254,-448.61897042717254,-448.61897042717254,0.0,0.0,0.0,21256.5514537251
2021-03-22,21470.3372918282,15799.293156652759,26876.53331764366,21470.3372918282,21470.3372918282,-204.66949618084308,-204.66949618084308,-204.66949618084308,256.1974819076142,256.1974819076142,256.1974819076142,-460.86697808845724,-460.86697808845724,-460.86697808845724,0.0,0.0,0.0,21265.667795647358
